label,p_full,p_tab_only,p_img_only,d_tab,d_img,img_reliance,shap_mag,gcam_mag,category
1,0.4991999566555023,0.39901605248451233,0.5000725984573364,0.0008726418018341064,0.10018390417098999,0.9913647185634471,0.044248841603597266,0.17505554854869843,tabular-driven
1,0.6266376376152039,0.3985863924026489,0.6233813762664795,0.0032562613487243652,0.22805124521255493,0.9859223280024205,0.04175582071145406,0.15186594426631927,both-weak
1,0.7696703672409058,0.4005131125450134,0.7617035508155823,0.007966816425323486,0.36915725469589233,0.9788747873070381,0.039317438006400786,0.19746604561805725,both-weak
1,0.5155302882194519,0.4021874964237213,0.5136178135871887,0.0019124746322631836,0.11334279179573059,0.9834065329455176,0.036611467202504286,0.15643416345119476,both-weak
1,0.6789162755012512,0.40386858582496643,0.6712564826011658,0.007659792900085449,0.2750476896762848,0.9729055539692983,0.0337350646654765,0.18059749901294708,both-weak
1,0.5447170734405518,0.40514421463012695,0.5416762232780457,0.0030408501625061035,0.1395728588104248,0.978677646271301,0.03425506740808472,0.1436493843793869,both-weak
1,0.35362017154693604,0.40580493211746216,0.342875599861145,0.010744571685791016,0.05218476057052612,0.8292595901920075,0.03494881893197682,0.11600703001022339,both-weak
1,0.44485196471214294,0.40615564584732056,0.43738794326782227,0.007464021444320679,0.03869631886482239,0.8383021057177231,0.03530161897341455,0.1309027522802353,both-weak
0,0.656724214553833,0.40674272179603577,0.6461471319198608,0.010577082633972168,0.24998149275779724,0.959406086665428,0.043463116933902084,0.30508506298065186,both-strong
1,0.8912853002548218,0.37944892048835754,0.8956679105758667,0.004382610321044922,0.5118363797664642,0.9915101530158672,0.031957161625226646,0.3604189157485962,image-driven
1,0.8160920143127441,0.3801499605178833,0.822884202003479,0.006792187690734863,0.43594205379486084,0.9846585221993924,0.030597607394059756,0.48237505555152893,image-driven
1,0.7550327181816101,0.38075733184814453,0.7634111642837524,0.008378446102142334,0.3742753863334656,0.9781043460878033,0.02907530983289091,0.47493553161621094,image-driven
1,0.9183586239814758,0.3815222680568695,0.9214308857917786,0.0030722618103027344,0.5368363559246063,0.9943096449056723,0.02740143011013646,0.3477058708667755,image-driven
1,0.8432649970054626,0.38257113099098206,0.8486377000808716,0.0053727030754089355,0.4606938660144806,0.988472219814816,0.02783324301242845,0.4187338650226593,image-driven
1,0.5187993049621582,0.3834831416606903,0.5327265858650208,0.013927280902862549,0.1353161633014679,0.906680725281294,0.02963416328032774,0.17614015936851501,both-weak
1,0.7331513166427612,0.3845398426055908,0.7420660257339478,0.008914709091186523,0.3486114740371704,0.975065549706491,0.03130433350801451,0.4368411898612976,image-driven
0,0.6750604510307312,0.3859536349773407,0.6853578090667725,0.01029735803604126,0.2891068160533905,0.9656071338236026,0.033074811051288705,0.17676962912082672,both-weak
1,0.7451725006103516,0.387781023979187,0.7535917162895203,0.008419215679168701,0.35739147663116455,0.9769847475046635,0.03497449065248196,0.37192675471305847,image-driven
1,0.8126734495162964,0.38917580246925354,0.8182602524757385,0.005586802959442139,0.42349764704704285,0.9869796893614892,0.036506062696377226,0.3583657443523407,image-driven
1,0.7168314456939697,0.3901461958885193,0.7263715863227844,0.009540140628814697,0.32668524980545044,0.9716257290005671,0.03775874217351264,0.2874276340007782,image-driven
1,0.7448201775550842,0.3911035656929016,0.7531538605690002,0.008333683013916016,0.3537166118621826,0.9769819472551805,0.03898144697149603,0.39966413378715515,image-driven
1,0.7626408934593201,0.39217209815979004,0.7697713375091553,0.007130444049835205,0.37046879529953003,0.9811163447434772,0.04025679101546572,0.2361498475074768,image-driven
0,0.8761621713638306,0.4313153028488159,0.8680828809738159,0.008079290390014648,0.44484686851501465,0.9821619925173528,0.04522574424743647,0.2873104512691498,both-strong
0,0.8749257922172546,0.43242886662483215,0.8666196465492249,0.008306145668029785,0.4424969255924225,0.9815747584404134,0.04633930802345271,0.3085062503814697,both-strong
0,0.8371690511703491,0.4333988428115845,0.826869785785675,0.010299265384674072,0.40377020835876465,0.9751266978393037,0.04730928421020502,0.2581154406070709,both-strong
0,0.842871367931366,0.4342627227306366,0.8328547477722168,0.01001662015914917,0.40860864520072937,0.9760725623875954,0.04817316412925715,0.3119606375694275,both-strong
1,0.8293805122375488,0.39668983221054077,0.8345100283622742,0.005129516124725342,0.43269068002700806,0.9882839438366451,0.04563677181800211,0.35130971670150757,both-strong
0,0.794181227684021,0.43513795733451843,0.7820838093757629,0.012097418308258057,0.35904327034950256,0.9674047380090389,0.04904839873313899,0.24055951833724976,both-strong
1,0.8050923347473145,0.43601953983306885,0.7933228015899658,0.011769533157348633,0.3690727949142456,0.9690960222097573,0.04992998123168941,0.3308399021625519,both-strong
1,0.7596547603607178,0.4368840456008911,0.7475797533988953,0.01207500696182251,0.32277071475982666,0.9639385668745504,0.05079448699951167,0.27496543526649475,both-strong
1,0.6879556775093079,0.4433654844760895,0.6703521013259888,0.017603576183319092,0.24459019303321838,0.932860397237797,0.05727592587471003,0.2633228600025177,both-strong
1,0.2879873812198639,0.4016299247741699,0.2826420068740845,0.005345374345779419,0.11364254355430603,0.9550762464720963,0.052772026360034884,0.09060433506965637,tabular-driven
1,0.5002515912055969,0.40226584672927856,0.5005038976669312,0.0002523064613342285,0.09798574447631836,0.9974315814163478,0.05404306193192791,0.2140987515449524,tabular-driven
1,0.6893694996833801,0.4463348984718323,0.6720918416976929,0.017277657985687256,0.24303460121154785,0.9336271469686426,0.06024533987045283,0.2863428294658661,both-strong
1,0.5632097125053406,0.4035017788410187,0.5650420784950256,0.0018323659896850586,0.1597079336643219,0.9886568498376058,0.056477738916873854,0.17032024264335632,tabular-driven
1,0.7091084122657776,0.4041350483894348,0.7169594764709473,0.007851064205169678,0.3049733638763428,0.9749026186914338,0.057616596420606146,0.2712576985359192,both-strong
1,0.6919186115264893,0.4047796428203583,0.6995598673820496,0.007641255855560303,0.287138968706131,0.9740780928988604,0.058727453748385144,0.3514440953731537,both-strong
1,0.7092087864875793,0.4053809642791748,0.7169176340103149,0.007708847522735596,0.30382782220840454,0.9752553775388875,0.05981336871782938,0.23512454330921173,both-strong
1,0.6762608885765076,0.40595269203186035,0.6838861107826233,0.007625222206115723,0.2703081965446472,0.972564537341229,0.06089934964974738,0.21221111714839935,tabular-driven
1,0.8354408144950867,0.40659019351005554,0.8391209244728088,0.003680109977722168,0.42885062098503113,0.9914916568252913,0.061989034414291364,0.2648497223854065,both-strong
1,0.7894132733345032,0.40722134709358215,0.7941029071807861,0.004689633846282959,0.382191926240921,0.9878783477713196,0.06307243357102096,0.28847527503967285,both-strong
1,0.8876049518585205,0.4534423351287842,0.8772861957550049,0.010318756103515625,0.43416261672973633,0.9767847057221141,0.06818942546844531,0.24798470735549927,both-strong
1,0.9239546060562134,0.4543682634830475,0.9162684679031372,0.007686138153076172,0.4695863425731659,0.9838956816023892,0.06936959420641287,0.19251365959644318,tabular-driven
1,0.9136801362037659,0.45526325702667236,0.9050289392471313,0.008651196956634521,0.4584168791770935,0.9814776320338068,0.07052912791570076,0.23628641664981842,both-strong
1,0.9234315156936646,0.4561854302883148,0.9155338406562805,0.007897675037384033,0.46724608540534973,0.9833783256170547,0.07168990661700617,0.22111211717128754,tabular-driven
1,0.7747681736946106,0.45709213614463806,0.7574865818023682,0.01728159189224243,0.31767603754997253,0.9484066047246439,0.07283559580643978,0.24728311598300934,both-strong
0,0.7527301907539368,0.4580172598361969,0.7349284887313843,0.01780170202255249,0.29471293091773987,0.9430371906574835,0.07397066508730307,0.280607134103775,both-strong
1,0.7945629358291626,0.45896008610725403,0.7774155139923096,0.017147421836853027,0.33560284972190857,0.9513893177885484,0.07509209394454976,0.27687469124794006,both-strong
1,0.7541412115097046,0.4598897397518158,0.7366654276847839,0.017475783824920654,0.2942514717578888,0.9439388345057091,0.0761883695920314,0.27173110842704773,both-strong
1,0.6381261944770813,0.46082380414009094,0.6125539541244507,0.025572240352630615,0.17730239033699036,0.8739504835808742,0.07727015217145314,0.2969677150249481,both-strong
1,0.7593832612037659,0.46178922057151794,0.7420639991760254,0.01731926202774048,0.2975940406322479,0.9450030489932317,0.07835442195336068,0.3118232488632202,both-strong
1,0.5901428461074829,0.462761789560318,0.5566121339797974,0.03353071212768555,0.12738105654716492,0.7916204618218778,0.07943799416224195,0.3175655007362366,both-strong
1,0.6059771180152893,0.4637393057346344,0.5698258876800537,0.036151230335235596,0.1422378122806549,0.7973460825924286,0.08051499615112981,0.2527637779712677,both-strong
1,0.6912029385566711,0.46469298005104065,0.6694498658180237,0.02175307273864746,0.2265099585056305,0.9123788920428009,0.08158173516392742,0.3486909568309784,both-strong
1,0.7517908215522766,0.4656367301940918,0.7328431606292725,0.01894766092300415,0.2861540913581848,0.9378972091759289,0.08263924449682258,0.336291640996933,both-strong
1,0.7414730787277222,0.3742106556892395,0.754690945148468,0.01321786642074585,0.36726242303848267,0.9652600241338849,0.02483178546031324,0.185145303606987,both-weak
1,0.8111804723739624,0.3751988112926483,0.8212595582008362,0.01007908582687378,0.4359816610813141,0.9774042085729852,0.023565473556518862,0.21891207993030548,both-weak
0,0.7246497869491577,0.3762328624725342,0.7385022044181824,0.013852417469024658,0.34841692447662354,0.9617620773200186,0.02219885468482974,0.16454128921031952,both-weak
0,0.7575696110725403,0.37723812460899353,0.7688613533973694,0.011291742324829102,0.38033148646354675,0.9711667970476826,0.020849769016107224,0.18245241045951843,both-weak
1,0.773099958896637,0.378346711397171,0.7839429378509521,0.010842978954315186,0.39475324749946594,0.9732665444602794,0.019277949680884643,0.21229882538318634,both-weak
0,0.8278157711029053,0.3795641362667084,0.8359635472297668,0.008147776126861572,0.4482516348361969,0.9821476852234634,0.02075927724440863,0.20936502516269684,both-weak
1,0.8340227007865906,0.38077399134635925,0.8414372801780701,0.007414579391479492,0.4532487094402313,0.9839045363277612,0.02329909433921159,0.22459469735622406,image-driven
1,0.7417376637458801,0.3819192051887512,0.7518702149391174,0.010132551193237305,0.3598184585571289,0.9726110737576166,0.02561024655898394,0.1988011747598648,both-weak
0,0.6809696555137634,0.3831256330013275,0.6928722262382507,0.011902570724487305,0.2978440225124359,0.9615731678730207,0.02772860685984313,0.19422593712806702,both-weak
0,0.776220977306366,0.3843521177768707,0.7838262319564819,0.007605254650115967,0.39186885952949524,0.9809618090640172,0.02985481619834862,0.24947655200958252,image-driven
0,0.7875785827636719,0.3854762017726898,0.7941071391105652,0.0065285563468933105,0.40210238099098206,0.9840233188665097,0.03179311354955017,0.1986551284790039,both-weak
1,0.7956570386886597,0.3866174817085266,0.8016796112060547,0.0060225725173950195,0.40903955698013306,0.9854899256176776,0.03342530826727573,0.19818522036075592,both-weak
1,0.8593671917915344,0.38774704933166504,0.8633998036384583,0.004032611846923828,0.4716201424598694,0.9915219207170994,0.034897157251834364,0.20338095724582672,both-weak
1,0.6848124861717224,0.3889749348163605,0.6921816468238831,0.0073691606521606445,0.29583755135536194,0.9756958862805891,0.03634764224290887,0.14035950601100922,both-weak
1,0.812674343585968,0.38990238308906555,0.8175157308578491,0.0048413872718811035,0.42277196049690247,0.9886780962663497,0.03768776645262998,0.24061228334903717,image-driven
1,0.8189767599105835,0.3905844986438751,0.8234710097312927,0.0044942498207092285,0.4283922612667084,0.9896179261728465,0.03890252888202628,0.17507942020893097,both-weak
1,0.8187815546989441,0.39125362038612366,0.8232599496841431,0.004478394985198975,0.42752793431282043,0.9896334739150447,0.04008182823657985,0.22387820482254028,image-driven
1,0.6360487937927246,0.3919456899166107,0.6415606141090393,0.005511820316314697,0.2441031038761139,0.9779186676704783,0.04123994330565151,0.1819029301404953,both-weak
1,0.7350491881370544,0.3925904929637909,0.7415801286697388,0.006530940532684326,0.34245869517326355,0.9812861194793522,0.04236252705256185,0.15460290014743805,both-weak
0,0.8365118503570557,0.39319249987602234,0.8406466841697693,0.004134833812713623,0.4433193504810333,0.9907591796759443,0.04344585875670094,0.22874057292938232,image-driven
0,0.8188149929046631,0.39374440908432007,0.8234922885894775,0.004677295684814453,0.425070583820343,0.9891161636879701,0.044454737504323195,0.2514171302318573,both-strong
1,0.840285062789917,0.3941683769226074,0.8444554209709167,0.004170358180999756,0.44611668586730957,0.9907384230936555,0.04540182739496294,0.2380157709121704,both-strong
0,0.8103247880935669,0.3945857882499695,0.8154438734054565,0.0051190853118896484,0.4157389998435974,0.9878365288185834,0.04647644266486146,0.2338627576828003,both-strong
1,0.7225593328475952,0.3949790596961975,0.7297219038009644,0.007162570953369141,0.3275802731513977,0.9786027368006864,0.04780502696832045,0.18938136100769043,tabular-driven
1,0.71805340051651,0.39536577463150024,0.7252196073532104,0.0071662068367004395,0.32268762588500977,0.9782745691923123,0.049066499620676045,0.1901230365037918,tabular-driven
0,0.8527106046676636,0.3957502245903015,0.8567150831222534,0.004004478454589844,0.45696038007736206,0.9913128120428286,0.05028267929951333,0.19921118021011353,tabular-driven
1,0.7739617824554443,0.3961363434791565,0.7796019315719604,0.005640149116516113,0.37782543897628784,0.9852916163938359,0.051455784390369824,0.19762000441551208,tabular-driven
1,0.7021910548210144,0.3965323865413666,0.7104639410972595,0.008272886276245117,0.3056586682796478,0.9736474531067035,0.05258285080393135,0.16973204910755157,tabular-driven
1,0.7951138019561768,0.39689749479293823,0.8005375266075134,0.00542372465133667,0.3982163071632385,0.9865629420040833,0.05369094689687094,0.18080870807170868,tabular-driven
1,0.8809855580329895,0.39723414182662964,0.884461522102356,0.003475964069366455,0.48375141620635986,0.9928658073442888,0.05478181908527992,0.22775867581367493,both-strong
1,0.822429895401001,0.39757347106933594,0.8273335695266724,0.004903674125671387,0.42485642433166504,0.9885897177770324,0.05585626348853091,0.2047814577817917,tabular-driven
1,0.8204836249351501,0.3978894352912903,0.825556218624115,0.005072593688964844,0.42259418964385986,0.9881388881062431,0.05692359209060642,0.20030942559242249,tabular-driven
1,0.8265470862388611,0.3982481360435486,0.8315454721450806,0.004998385906219482,0.4282989501953125,0.9884642822043774,0.05796367863814031,0.18400681018829346,tabular-driven
1,0.8010930418968201,0.39857757091522217,0.8067740797996521,0.005681037902832031,0.4025154709815979,0.9860825665089994,0.0590034477909404,0.16936056315898895,tabular-driven
1,0.8130778074264526,0.39890256524086,0.8184295296669006,0.005351722240447998,0.41417524218559265,0.9872434132566332,0.06003301993012422,0.19476597011089325,tabular-driven
1,0.8424394726753235,0.399257093667984,0.8468503952026367,0.004410922527313232,0.4431823790073395,0.9901452224292862,0.061048717945813846,0.24858278036117554,both-strong
1,0.8173224925994873,0.39962029457092285,0.8225149512290955,0.005192458629608154,0.41770219802856445,0.9877216029451484,0.06207071080803879,0.22520150244235992,both-strong
1,0.8229926228523254,0.4000433385372162,0.8279344439506531,0.004941821098327637,0.42294928431510925,0.98845072748577,0.06311827907959633,0.20250967144966125,tabular-driven
1,0.7277431488037109,0.4004723131656647,0.7357310056686401,0.0079878568649292,0.32727083563804626,0.9761740208224474,0.0641782120863594,0.2038537859916687,tabular-driven
1,0.7494885325431824,0.40105411410331726,0.7561619281768799,0.00667339563369751,0.3484344184398651,0.9812073821490481,0.06519458477695748,0.19095192849636078,tabular-driven
1,0.8597621917724609,0.40164223313331604,0.8636170625686646,0.0038548707962036133,0.4581199586391449,0.9916556477384888,0.06621346344550434,0.20309841632843018,tabular-driven
1,0.8340279459953308,0.4022306501865387,0.838396430015564,0.004368484020233154,0.4317972958087921,0.9899843267810032,0.06723635762929919,0.2202642858028412,tabular-driven
0,0.7496342062950134,0.40281933546066284,0.7560681700706482,0.006433963775634766,0.3468148708343506,0.981786285011807,0.06826301068067546,0.2003083974123001,tabular-driven
1,0.8324294686317444,0.4034862518310547,0.8363991379737854,0.003969669342041016,0.4289432168006897,0.9908303047162351,0.06927659312883988,0.22955144941806793,both-strong
1,0.8227133750915527,0.404191255569458,0.8267781138420105,0.004064738750457764,0.4185221195220947,0.9903812705608349,0.07028454815348013,0.23298059403896332,both-strong
1,0.7154057621955872,0.4049602448940277,0.7211546301841736,0.005748867988586426,0.31044551730155945,0.9818185329208282,0.07128724281986545,0.1562403440475464,tabular-driven
0,0.7346289753913879,0.4057534635066986,0.7404088973999023,0.005779922008514404,0.32887551188468933,0.9827287076484585,0.07229631130894018,0.16535554826259613,tabular-driven
1,0.8283804655075073,0.40654677152633667,0.8319681882858276,0.0035877227783203125,0.42183369398117065,0.9915666382729035,0.07330984666943549,0.2372002899646759,both-strong
0,0.7800788283348083,0.40733110904693604,0.784620463848114,0.004541635513305664,0.3727477192878723,0.9879624343090111,0.07433094193538013,0.18125487864017487,tabular-driven
